MonumentID,MaterialID,MonumentType,MentionsUnit,Inscription,CleanedInscriptionConservative,CleanedInscription,Translation,TranslationSource,Decorated,Pediment,PedimentDetail,Frieze,Portrait,InscriptionDetails,InscriptionBorder,LowerFieldDecoration,LowerFieldDetail,MonumentStyleType,FromLatEpig,EDCSTags
0063,0063,,,[M(arco)] Fl(avio) M(arci) f(ilio) Q[uir(ina) Ba]lbino huic defunc(to) ordo Docl(eatium) honore[s o]mnes et statuam / equestr(em) [dec]r(evit) Fl(avius) Fronto et Fl(avia) Tertulla fil(io),Fl M f Qlbino huic defunc ordo Docl honoremnes et statuam equestr r Fl Fronto et Fl Tertulla fil,Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla filio,,,,,,,,,,,,,,mulieres;  ordo decurionum;  ordo equester;  tituli honorarii;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0064,0064,,,M(arco) Fl(avio) M(arci) f(ilio) Quir(ina) Balbino [huic defu]nc(to) ordo Docl(eatium) honores omnes et statuam / equestr(em) decr(evit) [Fl(avius) Fronto e]t Fl(avia) Tertulla parentes inauraverunt,M Fl M f Quir Balbino nc ordo Docl honores omnes et statuam equestr decr t Fl Tertulla parentes inauraverunt,Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla parentes inauraverunt,,,,,,,,,,,,,,mulieres;  ordo decurionum;  tituli honorarii;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0065,0065,,,[M(arco) Fl(avio) M(arci) f(ilio) Quir(ina) Balbino huic defunc(to) ordo Doc]l(eatium) honor(es) omnes et statuam equestr(em) / [decr(evit) Fl(avius) Fronto et Fl(avia) Tertulla parentes] inauraverunt,l honor omnes et statuam equestr inauraverunt,Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla parentes inauraverunt,,,,,,,,,,,,,,mulieres;  ordo decurionum;  ordo equester;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0066,0066,,,M(arco) Flavio M(arci) f(ilio) / Quir(ina) / Balb[i]no ann(orum) XV / huic defunct(o) ord(o) / mun(icipii) Docl(eatium) funus / public(um) e[t] statuam / [ped]estre[m] decr(evit) item / [primo Docl(eatium) honores / qua[n]tos per [l]eges caper(e) / [licuit et statuam] equest(rem) / [3] Quir(ina) / [3] statuam / [3] t(estamento) p(oni) i(ussit) / M(arcus) Flavius Fronto / et Flavia Tertulla / parentes impens(am) adiect(am) / in[aura]verunt] // [M(arco) Fla]vio M(arci) f(ilio) / [Qu]ir(ina) / B[albin]o ann(orum) XV / [huic def]unct(o) ord(o) / [Docl(eatium) praete]r funu[s] / [public(um) st]atuam / [3] decrevit / [item primo D]ocleatiu[m] / [honores q]uantos pe[r] / [leges caper]e liceret e[t] / [statuam e]questr(em) / [M(arcus) Flaviu]s Fronto [et] / [F]lavia Tertull[a] / filio // [M(arcus) Fla]vius Fr[onto et Fl(avia) Te]rt[u]l/la [f(aciendum) c(uraverunt)],M Flavio M f Quir Balbno ann XV huic defunct ord mun Docl funus public e statuam estre decr item primo Docl honores quatos per eges caper equest Quir statuam t p i M Flavius Fronto et Flavia Tertulla parentes impens adiect in vio M f ir Bo ann XV unct ord r funu atuam decrevit ocleatiu uantos pe e liceret e questr s Fronto lavia Tertull filio vius Frrtlla,Marco Flavio Marci filio Quirina Balbino annorum XV huic defuncto ordo municipii Docleatium funus publicum et statuam pedestrem decrevit item primo Docleatium honores quantos per leges capere licuit et statuam equestrem Quirina statuam testamento poni iussit Marcus Flavius Fronto et Flavia Tertulla parentes impensam adiectam inauraverunt Marco Flavio Marci filio Quirina Balbino annorum XV huic defuncto ordo Docleatium praeter funus publicum statuam decrevit item primo Docleatium honores quantos per leges capere liceret et statuam equestrem Marcus Flavius Fronto et Flavia Tertulla filio Marcus Flavius Fronto et Flavia Tertulla faciendum curaverunt,,,,,,,,,,,,,,mulieres;  tituli honorarii;  tituli operum;  tria nomina;  viri
0067,0067,,,]F[3]M[3] / CAP[3] / milit(i) l[eg(ionis) 3] / stip[e]n[diorum] / XO[3] / VIII[3] / h(ic) [s(itus) e(st)],F M CAP milit l stipn XO VIII h,F M CAP militi legionis stipendiorum XO VIII hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0068,0068,,,D(is) M(anibus) / [3] Marcio Cilici / dec(urioni) Calabro do/mo Lypias vixit / an(nos) XX C(aius) Marci/us Firmus / filio piissimo / fec(it),D M Marcio Cilici dec Calabro domo Lypias vixit an XX C Marcius Firmus filio piissimo fec,Dis Manibus Marcio Cilici decurioni Calabro domo Lypias vixit annos XX Caius Marcius Firmus filio piissimo fecit,,,,,,,,,,,,,,ordo decurionum;  tituli sepulcrales;  tria nomina;  viri
0069,0069,,,I Mac(edonica) le[g(io)] / [I]ovi O(ptimo) M(aximo) / v(otum) [s(olvit)] l(ibens) m(erito),I Mac le ovi O M v l m,I Macedonica legio Iovi Optimo Maximo votum solvit libens merito,,,,,,,,,,,,,,milites;  tituli sacri
0070,0070,,,Gen[io] / [,Gen,Genio,,,,,,,,,,,,,,tituli sacri
0071,0071,,,L(ucius) Allius L(uci) f(ilius) Fabia / signif(er) leg(ionis) XI / annor(um) XXX stip(endiorum) X / h(ic) s(itus) e(st) / L(ucius) Statienus L(uci) f(ilius) Fabia / Catulus pos(uit),L Allius L f Fabia signif leg XI annor XXX stip X h s e L Statienus L f Fabia Catulus pos,Lucius Allius Luci filius Fabia signifer legionis XI annorum XXX stipendiorum X hic situs est Lucius Statienus Luci filius Fabia Catulus posuit,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0072,0072,,,T(itus) Ancharenus / T(iti) f(ilius) Ser(gia) / dom(o) Laranda / mil(es) leg(ionis) VII an(norum) / XLIV stip(endiorum) XXIII / h(ic) s(itus) e(st),T Ancharenus T f Ser dom Laranda mil leg VII an XLIV stip XXIII h s e,Titus Ancharenus Titi filius Sergia domo Laranda miles legionis VII annorum XLIV stipendiorum XXIII hic situs est,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0073,0073,,,Cn(aeus) Domiti/us Cn(aei) f(ilius) Vel(ina) / Pessinunte / an(norum) XLIV stip(endiorum) / XXV veteran(us) / ex leg(ione) VII h(ic) s(itus) e(st) / testamento / fieri iussit,Cn Domitius Cn f Vel Pessinunte an XLIV stip XXV veteran ex leg VII h s e testamento fieri iussit,Cnaeus Domitius Cnaei filius Velina Pessinunte annorum XLIV stipendiorum XXV veteranus ex legione VII hic situs est testamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0074,0074,,,P(ublius) Apulanus P(ubli) f(ilius) / Pol(lia) Sabinus / domo E<p=T>or<e=F>d(ia) / tri(bunus) mil(itum) leg(ionis) XI / N IM,P Apulanus P f Pol Sabinus domo ETorFd tri mil leg XI N IM,Publius Apulanus Publi filius Pollia Sabinus domo Eporedia tribunus militum legionis XI N IM,,,,,,,,,,,,,,milites;  ordo equester;  ordo senatorius;  tria nomina;  viri
0075,0075,,,M(arcus) Elvadius Mac<er=RF>(?) / eq(ues) alae Claudiae Novae / dom(o) Cugernus ann(orum) XXX stip(endiorum) XII / t(estamento) f(ieri) i(ussit) / Ti(berius) Claudius Aurelius / her(es) pos(uit),M Elvadius Mac eq alae Claudiae Novae dom Cugernus ann XXX stip XII t f i Ti Claudius Aurelius her pos,Marcus Elvadius MacerF eques alae Claudiae Novae domo Cugernus annorum XXX stipendiorum XII testamento fieri iussit Tiberius Claudius Aurelius heres posuit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0076,0076,,,C(aius) Helvius C(ai) [f(ilius)] / Macer Ulp(ia) mil(es) / [,C Helvius C Macer Ulp mil,Caius Helvius Cai filius Macer Ulpia miles,,,,,,,,,,,,,,milites;  tria nomina;  viri
0077,0077,,,C(aius) Iulius C(ai) f(ilius) / V(o)ltinia Clistin/na mil(es) leg(ionis) VII / ann(orum) XL stip(endiorum) XIIX / h(ic) s(itus) e(st),C Iulius C f Vltinia Clistinna mil leg VII ann XL stip XIIX h s e,Caius Iulius Cai filius Voltinia Clistinna miles legionis VII annorum XL stipendiorum XIIX hic situs est,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0078,0078,,,M(arcus) Iulius M(arci) f(ilius) / Trernahensis / miles leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) XXXXV stip(endiorum) XX / M(arcus) A<rr=II>untius frater <et=N> / [he]r<e=I>] po<s=I>ui<t=I> / h(ic) s(itus) e(st),M Iulius M f Trernahensis miles leg VII C P F an XXXXV stip XX M Auntius frater N poIuiI h s e,Marcus Iulius Marci filius Trernahensis miles legionis VII Claudiae Piae Fidelis annorum XXXXV stipendiorum XX Marcus ArrIuntius frater et here posuit hic situs est,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0079,0079,,,Q(uintus) Oppius Q(uinti) f(ilius) / Pol(lia) Foro Corne(lii) / signifer leg(ionis) VII / ann(orum) XXX stip(endiorum) VIII / h(ic) s(itus) e(st) heres pos(ui)t,Q Oppius Q f Pol Foro Corne signifer leg VII ann XXX stip VIII h s e heres post,Quintus Oppius Quinti filius Pollia Foro Cornelii signifer legionis VII annorum XXX stipendiorum VIII hic situs est heres posuit,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0080,0080,,,L(ucius) Valerius L(uci) f(ilius) Volt(inia) / domo Philippis / mil(es) leg(ionis) VII ann(orum) XXXV / stip(endiorum) XV h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit),L Valerius L f Volt domo Philippis mil leg VII ann XXXV stip XV h s e t f i,Lucius Valerius Luci filius Voltinia domo Philippis miles legionis VII annorum XXXV stipendiorum XV hic situs est testamento fieri iussit,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales
0081,0081,,,M(arcus) Vireius T(iti) [f(ilius)] Celer Leo domo / Augusta Ba[g]ie[n(norum)] donatus a / Tib(erio) C(a)esare tor(quibus) armillis fale[ris(!)],M Vireius T Celer Leo domo Augusta Baie donatus a Tib Cesare tor armillis fale,Marcus Vireius Titi filius Celer Leo domo Augusta Bagiennorum donatus a Tiberio Caesare torquibus armillis faleris,,,,,,,,,,,,,,Augusti/Augustae;  tituli sepulcrales;  tria nomina;  viri
0082,0082,,,C(aius) Laberius (!) f(ilius) / [3]es ann(orum) VII / h(ic) s(itus) e(st) / hunc titulum posuit tibi fidus amicus ult<i=U>ma / quae potui debita pers[o]lvi / non dolere mater faciundum fuit properavit / aetas voluit hoc astrum meum vale et priores / aetate te tollant hunc luctum tibi,C Laberius f es ann VII h s e hunc titulum posuit tibi fidus amicus ultUma quae potui debita perslvi non dolere mater faciundum fuit properavit aetas voluit hoc astrum meum vale et priores aetate te tollant hunc luctum tibi,Caius Laberius filius es annorum VII hic situs est hunc titulum posuit tibi fidus amicus ultima quae potui debita persolvi non dolere mater faciundum fuit properavit aetas voluit hoc astrum meum vale et priores aetate te tollant hunc luctum tibi,,,,,,,,,,,,,,carmina;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0083,0083,,,Honesimus / T(iti) Septumi / ser(vus) ann(orum) XV / h(ic) s(itus) e(st) dominus / bene merito / p(osuit),Honesimus T Septumi ser ann XV h s e dominus bene merito p,Honesimus Titi Septumi servus annorum XV hic situs est dominus bene merito posuit,,,,,,,,,,,,,,nomen singulare;  praenomen et nomen;  servi/servae;  tituli sepulcrales;  viri
0084,0084,,,Titi(a)e Pro/cillae an/norum / XXXVI / [,Titie Procillae annorum XXXVI,Titiae Procillae annorum XXXVI,,,,,,,,,,,,,,mulieres;  tituli sepulcrales;  tria nomina
0085,0085,,,] / h(ic) s(itus?) e(st),h s e,hic situs est,,,,,,,,,,,,,,tituli sepulcrales
0086,0086,,,Q(uintus) Baebius Q(uinti) f(ilius) Serg(ia) Conan(is) / miles leg(ionis) VII ann(orum) XXXXV / stip(endiorum) XX h(ic) s(itus) e(st) / quamvis lasse viator rogo ne graveris et / tumulum contempla meum lege et moraris iam / aliquid resciveris dum vixi hilaris iucundus amicis / nunc to[rpen]s iaceo hic o[ssa req]u[ies]cunt mea natus / sum C<o=A>n<a=O>nis conditu(s) in Ill<y=U>rico vale et bene / facito vitae dum fatum venit / frater fratri,Q Baebius Q f Serg Conan miles leg VII ann XXXXV stip XX h s e quamvis lasse viator rogo ne graveris et tumulum contempla meum lege et moraris iam aliquid resciveris dum vixi hilaris iucundus amicis nunc tos iaceo hic oucunt mea natus sum CAnOnis conditu in IllUrico vale et bene facito vitae dum fatum venit frater fratri,Quintus Baebius Quinti filius Sergia Conanis miles legionis VII annorum XXXXV stipendiorum XX hic situs est quamvis lasse viator rogo ne graveris et tumulum contempla meum lege et moraris iam aliquid resciveris dum vixi hilaris iucundus amicis nunc torpens iaceo hic ossa requiescunt mea natus sum Conanis conditus in Illyrico vale et bene facito vitae dum fatum venit frater fratri,,,,,,,,,,,,,,carmina;  milites;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0087,0087,,,L(ucius) Cornelius L(uci) f(ilius) / Fab(ia) Heraclea / mil(es) leg(ionis) VII ann(orum) / XXXIII stip(endiorum) XII t(estamento) f(ieri) i(ussit) / Secundus h(eres) p(osuit) / h(ic) s(itus) e(st),L Cornelius L f Fab Heraclea mil leg VII ann XXXIII stip XII t f i Secundus h p h s e,Lucius Cornelius Luci filius Fabia Heraclea miles legionis VII annorum XXXIII stipendiorum XII testamento fieri iussit Secundus heres posuit hic situs est,,,,,,,,,,,,,,milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri
0088,0088,,,Eu]genio(?) Eucisi f(ilio) / eq(uiti) ala(e) Frontoni(nianae) / an(norum) XL stip(endiorum) XX / Nemis Sige h(ic) s(itus) e(st) / frat{e}res frat{e}r(i) / fecerunt,Eugenio Eucisi f eq ala Frontoni an XL stip XX Nemis Sige h s e frateres frater fecerunt,Eugenio Eucisi filio equiti alae Frontoninianae annorum XL stipendiorum XX Nemis Sige hic situs est fratres fratri fecerunt,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0089,0089,,,C(aius) Longinus C(ai) f(ilius) / Cor(nelia) Amblada / mil(es) leg(ionis) VII an(norum) XL / stip(endiorum) XXI h(ic) s(itus) e(st) / frater fratri,C Longinus C f Cor Amblada mil leg VII an XL stip XXI h s e frater fratri,Caius Longinus Cai filius Cornelia Amblada miles legionis VII annorum XL stipendiorum XXI hic situs est frater fratri,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0090,0090,,,T]emans / [3] Platoris / [Da]esitias vexill(arius) / [e]quit(um) coh(ortis) I Belgar(um) / turma Valeri / Proculi ann(orum) XLV / stipendior(um) XXIV h(ic) s(itus) e(st) / fieri curavit Iulia Ves() / coniunx,Temans Platoris esitias vexill quit coh I Belgar turma Valeri Proculi ann XLV stipendior XXIV h s e fieri curavit Iulia Ves coniunx,Temans Platoris Daesitias vexillarius equitum cohortis I Belgarum turma Valeri Proculi annorum XLV stipendiorum XXIV hic situs est fieri curavit Iulia Ves coniunx,,,,,,,,,,,,,,mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri
0091,0091,,,M(arcus) Vibius M(arci) f(ilius) / Aem(ilia) D<y=U>rra(chio) / mil(es) leg(ionis) VII / ann(orum) XXX stip(endiorum) VII / h(ic) s(itus) e(st) / [3]lius h(eres) p(osuit),M Vibius M f Aem DUrra mil leg VII ann XXX stip VII h s e lius h p,Marcus Vibius Marci filius Aemilia Dyrrachio miles legionis VII annorum XXX stipendiorum VII hic situs est lius heres posuit,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0092,0092,,,] / C[3 P]ol(lia) Aese / mil(es) leg(ionis) VII / ann(orum) XXX / stip(endiorum) VII h(ic) s(itus) e(st),C ol Aese mil leg VII ann XXX stip VII h s e,C Pollia Aese miles legionis VII annorum XXX stipendiorum VII hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0093,0093,,,]ITNAI[3] / LIVOS AN[3] / et Faustus [3] / ann(orum) XII,ITNAI LIVOS AN et Faustus ann XII,ITNAI LIVOS AN et Faustus annorum XII,,,,,,,,,,,,,,tituli sepulcrales;  viri
0094,0094,,,] |(centuria) F[lavi(?) 3] / Ver[ecundi(?) 3] / heres [3] / ex [t(estamento) f(aciendum) c(uravit)],F Ver heres ex,centuria Flavi Verecundi heres ex testamento faciendum curavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0095,0095,,,P(ublius) Attecius P(ubli) f(ilius) / Venimarus mi/l(es) coh(ortis) VIII |(centuria) Ati/li domo Clau(dia) / Viruno an(n)o(rum) / XXI stip(endiorum) II / M(arcus) Ressius / Bricomar/us h(eres) ex t(estamento) / p(onendum) c(uravit),P Attecius P f Venimarus mil coh VIII Atili domo Clau Viruno ano XXI stip II M Ressius Bricomarus h ex t p c,Publius Attecius Publi filius Venimarus miles cohortis VIII centuria Atili domo Claudia Viruno annorum XXI stipendiorum II Marcus Ressius Bricomarus heres ex testamento ponendum curavit,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri
0096,0096,,,Sex(tus) Clodius / C(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis),Sex Clodius C f Pub Verona mil leg,Sextus Clodius Cai filius Publilia Verona miles legionis,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0097,0097,,,Sex(tus) Cornelius / Sex(ti) f(ilius) Camilia / Nonan(orum?) veter(anus) / [1]L[,Sex Cornelius Sex f Camilia Nonan veter L,Sextus Cornelius Sexti filius Camilia Nonanorum veteranus L,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0098,0098,,,C(aius) Parp[3] Fab(ia?) / [1]ARE[2]C[1]X / annorum XLV / stipendior(um) XVI / N[,C Parp Fab ARECX annorum XLV stipendior XVI N,Caius Parp Fabia AREC X annorum XLV stipendiorum XVI N,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0099,0099,,,C(aius) Lartinius / C(ai) f(ilius) Pol(lia) domo / Foro Corneli / miles leg(ionis) VII / ann(orum) XXXIV / stip(endiorum) XVI h(ic) s(itus) e(st) / heredes posuer(unt),C Lartinius C f Pol domo Foro Corneli miles leg VII ann XXXIV stip XVI h s e heredes posuer,Caius Lartinius Cai filius Pollia domo Foro Corneli miles legionis VII annorum XXXIV stipendiorum XVI hic situs est heredes posuerunt,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0100,0100,,,Q(uintus) Marcius / Q(uinti) f(ilius) Cor(nelia) Bassus / dom(o) Benevento / [m]il(es) leg(ionis) VII an(norum) / [3] stip(endiorum) XVII / [h(ic) s(itus)] e(st) t(estamento) f(ieri) i(ussit) / [ex arb]itratu / [M]aximi,Q Marcius Q f Cor Bassus dom Benevento il leg VII an stip XVII e t f i itratu aximi,Quintus Marcius Quinti filius Cornelia Bassus domo Benevento miles legionis VII annorum stipendiorum XVII hic situs est testamento fieri iussit ex arbitratu Maximi,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri
0101,0101,,,M(arcus) Percenni[us 3] / Voltinia Ph[ilippis] / [3 l]eg(ionis) [,M Percenni Voltinia Ph eg,Marcus Percennius Voltinia Philippis legionis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0102,0102,,,M(arcus) Pytha Segni f(ilius) / mil(es) c(o)hor(tis) II C{h}yrres(tarum) / dom(o) Ber(o)ea an(norum) LX stip(endiorum) / XXXV t(estamento) f(ieri) i(ussit) sibi e[t,M Pytha Segni f mil chor II Chyrres dom Berea an LX stip XXXV t f i sibi et,Marcus Pytha Segni filius miles cohortis II Cyrrestarum domo Beroea annorum LX stipendiorum XXXV testamento fieri iussit sibi et,,,,,,,,,,,,,,milites;  nomen singulare;  praenomen et nomen;  viri
0103,0103,,,]lio [3] / [3] bucin[atori] / [c]oh(ortis) III Alp[inorum] / [3 p]rovinciae / [3 dom]o [N]oricus(!) / [an(norum) 3]V stip(endiorum) XV[3] / [3 s]ig(nifer) |(centuria) Iuliani h(eres) [f(aciendum) c(uravit)],lio bucin oh III Alp rovinciae o oricus V stip XV ig Iuliani h,lio bucinatori cohortis III Alpinorum provinciae domo Noricus annorum V stipendiorum XV signifer centuria Iuliani heres faciendum curavit,,,,,,,,,,,,,,milites;  nomen singulare;  officium/professio;  tituli sepulcrales;  viri
0104,0104,,,] / stip(endiorum) X[3] / L(ucius) Stat[ienus] / Catu[lus h(eres) et] / muni[ceps,stip X L Stat Catu municeps,stipendiorum X Lucius Statienus Catulus heres et municeps,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0105,0105,,,[3]etsiulanu[s 3] / [3] f(ilius) Le[m(onia)] [3] / [3]I [mi]<l=I>es / [6] / [6] / [3] |(centuria?) [3] / [3]S[3] / [3 fr]at<er=FF> [f]ra<tri=II>,etsiulanu f Le I Ies S at ra,etsiulanus filius Lemonia I miles centuria S fraterF fratriI,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0106,0106,,,]XIX[3] / [3 signif]ero(?) [3] / [3] stip(endiorum) X[3] / [3]T[,XIX ero stip X T,XIX signifero stipendiorum X T,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0107,0107,,,Castori / et Polluci / sac{e}rum / Fab{e}ricia / Pieris / v(otum) s(olvit) l(ibens) m(erito),Castori et Polluci sacerum Fabericia Pieris v s l m,Castori et Polluci sacrum Fabricia Pieris votum solvit libens merito,,,,,,,,,,,,,,mulieres;  tituli sacri;  tria nomina
0108,0108,,,L(ucio) Teren[t]io / L(uci) f(ilio) Claud(ia) / Severo Cel(eia) / mil(iti) coh(ortis) VIII / vexil<l=I>ar(iorum) ann(orum) / XXX stipend(iorum) XIV / L(ucius) Ae<b=R>utius / Felix posui(t),L Terenio L f Claud Severo Cel mil coh VIII vexilIar ann XXX stipend XIV L AeRutius Felix posui,Lucio Terentio Luci filio Claudia Severo Celeia militi cohortis VIII vexillariorum annorum XXX stipendiorum XIV Lucius Aebutius Felix posuit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0109,0109,,,Ser(vius) Ennius Ser(vi) f(ilius) / Claudia Fuscus / domo Cemeneli / miles coh(ortis) VIII vol(untariorum) / stip(endiorum) XVIIII ann(orum) XXXIIX / Fulvia Vitalis v(iva) f(ecit) sibi / et coniugi b(ene) m(erenti) f(ecit?) / h(oc) m(onumentum) h(eredem) n(on) s(equetur),Ser Ennius Ser f Claudia Fuscus domo Cemeneli miles coh VIII vol stip XVIIII ann XXXIIX Fulvia Vitalis v f sibi et coniugi b m f h m h n s,Servius Ennius Servi filius Claudia Fuscus domo Cemeneli miles cohortis VIII voluntariorum stipendiorum XVIIII annorum XXXIIX Fulvia Vitalis viva fecit sibi et coniugi bene merenti fecit hoc monumentum heredem non sequetur,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
